angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.11,,,"[426, 140, 238, 278]",,,0.0,,,0.07,,,0.0,,,0.73,,,0.08,,,0.0,,
0.12,,,"[430, 141, 229, 275]",,,0.0,,,0.13,,,0.0,,,0.55,,,0.2,,,0.0,,
0.14,,,"[433, 142, 229, 278]",,,0.0,,,0.11,,,0.0,,,0.55,,,0.19,,,0.0,,
0.11,,,"[434, 142, 228, 280]",,,0.0,,,0.06,,,0.0,,,0.66,,,0.17,,,0.0,,
0.15,,,"[576, 154, 56, 73]",,,0.0,,,0.06,,,0.2,,,0.39,,,0.21,,,0.0,,
0.15,,,"[576, 154, 56, 73]",,,0.0,,,0.06,,,0.2,,,0.39,,,0.21,,,0.0,,
0.15,,,"[576, 154, 56, 73]",,,0.0,,,0.06,,,0.2,,,0.38,,,0.21,,,0.0,,
0.15,,,"[576, 154, 56, 73]",,,0.0,,,0.06,,,0.2,,,0.38,,,0.21,,,0.0,,
0.15,,,"[576, 154, 56, 73]",,,0.0,,,0.06,,,0.2,,,0.38,,,0.2,,,0.0,,
0.11,,,"[576, 153, 56, 74]",,,0.0,,,0.02,,,0.23,,,0.49,,,0.14,,,0.0,,
0.11,,,"[576, 153, 56, 74]",,,0.0,,,0.02,,,0.25,,,0.47,,,0.14,,,0.0,,
0.1,,,"[576, 153, 56, 74]",,,0.0,,,0.02,,,0.28,,,0.45,,,0.14,,,0.0,,
0.09,,,"[576, 152, 57, 74]",,,0.0,,,0.03,,,0.33,,,0.42,,,0.13,,,0.0,,
0.09,,,"[576, 152, 57, 74]",,,0.0,,,0.03,,,0.35,,,0.38,,,0.15,,,0.0,,
0.12,,,"[576, 153, 56, 74]",,,0.0,,,0.03,,,0.29,,,0.4,,,0.15,,,0.0,,
0.12,,,"[576, 153, 55, 74]",,,0.0,,,0.03,,,0.28,,,0.43,,,0.14,,,0.0,,
0.15,,,"[576, 152, 57, 75]",,,0.0,,,0.04,,,0.26,,,0.39,,,0.15,,,0.0,,
0.12,,,"[575, 153, 56, 75]",,,0.0,,,0.03,,,0.22,,,0.49,,,0.15,,,0.0,,
0.15,,,"[576, 152, 56, 75]",,,0.0,,,0.04,,,0.25,,,0.42,,,0.14,,,0.0,,
0.11,,,"[575, 153, 57, 75]",,,0.0,,,0.02,,,0.21,,,0.52,,,0.13,,,0.0,,
0.13,,,"[576, 152, 57, 75]",,,0.0,,,0.04,,,0.29,,,0.39,,,0.16,,,0.0,,
0.11,,,"[575, 151, 57, 76]",,,0.0,,,0.02,,,0.23,,,0.49,,,0.14,,,0.0,,
0.1,,,"[575, 151, 57, 76]",,,0.0,,,0.02,,,0.31,,,0.46,,,0.12,,,0.0,,
0.1,,,"[575, 151, 57, 76]",,,0.0,,,0.02,,,0.33,,,0.44,,,0.11,,,0.0,,
0.11,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.33,,,0.39,,,0.13,,,0.0,,
0.07,,,"[575, 153, 56, 74]",,,0.0,,,0.01,,,0.19,,,0.65,,,0.08,,,0.0,,
0.11,,,"[576, 154, 57, 74]",,,0.0,,,0.03,,,0.32,,,0.38,,,0.15,,,0.0,,
0.11,,,"[577, 154, 56, 74]",,,0.0,,,0.03,,,0.33,,,0.38,,,0.14,,,0.0,,
0.09,,,"[575, 154, 57, 73]",,,0.0,,,0.02,,,0.22,,,0.57,,,0.1,,,0.0,,
0.08,,,"[576, 154, 55, 73]",,,0.0,,,0.01,,,0.24,,,0.58,,,0.09,,,0.0,,
0.11,,,"[575, 152, 58, 76]",,,0.0,,,0.02,,,0.34,,,0.43,,,0.1,,,0.0,,
0.1,,,"[575, 152, 58, 76]",,,0.0,,,0.02,,,0.35,,,0.43,,,0.1,,,0.0,,
0.07,,,"[576, 151, 57, 76]",,,0.0,,,0.02,,,0.45,,,0.32,,,0.13,,,0.0,,
0.1,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.35,,,0.38,,,0.13,,,0.0,,
0.1,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.36,,,0.39,,,0.12,,,0.0,,
0.1,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.36,,,0.39,,,0.12,,,0.0,,
0.09,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.37,,,0.39,,,0.12,,,0.0,,
0.09,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.38,,,0.38,,,0.11,,,0.0,,
0.17,,,"[576, 152, 56, 74]",,,0.0,,,0.04,,,0.16,,,0.47,,,0.17,,,0.0,,
0.09,,,"[577, 153, 56, 74]",,,0.0,,,0.02,,,0.52,,,0.28,,,0.1,,,0.0,,
0.09,,,"[576, 152, 57, 75]",,,0.0,,,0.03,,,0.39,,,0.39,,,0.09,,,0.0,,
0.1,,,"[576, 151, 57, 76]",,,0.0,,,0.03,,,0.39,,,0.36,,,0.13,,,0.0,,
0.09,,,"[576, 152, 57, 75]",,,0.0,,,0.02,,,0.44,,,0.35,,,0.09,,,0.0,,
0.1,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.37,,,0.41,,,0.1,,,0.0,,
0.11,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.36,,,0.39,,,0.12,,,0.0,,
0.11,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.33,,,0.43,,,0.12,,,0.0,,
0.11,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.32,,,0.44,,,0.11,,,0.0,,
0.1,,,"[575, 151, 59, 76]",,,0.0,,,0.02,,,0.34,,,0.44,,,0.1,,,0.0,,
0.08,,,"[576, 151, 58, 77]",,,0.0,,,0.02,,,0.51,,,0.25,,,0.15,,,0.0,,
0.08,,,"[575, 151, 59, 77]",,,0.0,,,0.02,,,0.3,,,0.52,,,0.08,,,0.0,,
0.09,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.38,,,0.43,,,0.09,,,0.0,,
0.1,,,"[576, 151, 58, 77]",,,0.0,,,0.03,,,0.39,,,0.32,,,0.16,,,0.0,,
0.09,,,"[576, 151, 58, 76]",,,0.0,,,0.02,,,0.4,,,0.41,,,0.09,,,0.0,,
0.07,,,"[575, 151, 58, 76]",,,0.0,,,0.01,,,0.24,,,0.57,,,0.1,,,0.0,,
0.09,,,"[576, 152, 57, 75]",,,0.0,,,0.02,,,0.28,,,0.51,,,0.1,,,0.0,,
0.1,,,"[577, 152, 56, 76]",,,0.0,,,0.02,,,0.33,,,0.48,,,0.08,,,0.0,,
0.13,,,"[578, 153, 56, 75]",,,0.0,,,0.03,,,0.45,,,0.28,,,0.11,,,0.0,,
0.14,,,"[578, 154, 56, 76]",,,0.0,,,0.01,,,0.38,,,0.41,,,0.06,,,0.0,,
0.09,,,"[578, 157, 54, 73]",,,0.0,,,0.02,,,0.31,,,0.51,,,0.07,,,0.0,,
0.05,,,"[578, 157, 55, 73]",,,0.0,,,0.01,,,0.47,,,0.44,,,0.03,,,0.0,,
0.08,,,"[579, 159, 53, 72]",,,0.0,,,0.01,,,0.43,,,0.43,,,0.05,,,0.0,,
0.12,,,"[578, 159, 55, 73]",,,0.0,,,0.01,,,0.26,,,0.55,,,0.06,,,0.0,,
0.06,,,"[578, 159, 54, 72]",,,0.0,,,0.01,,,0.36,,,0.55,,,0.03,,,0.0,,
0.04,,,"[579, 157, 54, 72]",,,0.0,,,0.01,,,0.67,,,0.26,,,0.03,,,0.0,,
0.03,,,"[578, 156, 54, 72]",,,0.0,,,0.01,,,0.7,,,0.24,,,0.03,,,0.0,,
0.02,,,"[577, 153, 56, 75]",,,0.0,,,0.0,,,0.82,,,0.14,,,0.02,,,0.0,,
0.03,,,"[577, 152, 56, 76]",,,0.0,,,0.0,,,0.72,,,0.22,,,0.02,,,0.0,,
0.03,,,"[578, 154, 56, 75]",,,0.0,,,0.0,,,0.83,,,0.12,,,0.02,,,0.0,,
0.02,,,"[578, 156, 55, 73]",,,0.0,,,0.0,,,0.82,,,0.13,,,0.02,,,0.0,,
0.03,,,"[578, 156, 54, 73]",,,0.0,,,0.01,,,0.77,,,0.16,,,0.03,,,0.0,,
0.03,,,"[577, 157, 55, 74]",,,0.0,,,0.0,,,0.73,,,0.22,,,0.02,,,0.0,,
0.02,,,"[578, 158, 54, 73]",,,0.0,,,0.0,,,0.86,,,0.1,,,0.02,,,0.0,,
0.02,,,"[578, 158, 54, 73]",,,0.0,,,0.01,,,0.84,,,0.11,,,0.02,,,0.0,,
0.03,,,"[575, 156, 56, 75]",,,0.0,,,0.0,,,0.81,,,0.13,,,0.02,,,0.0,,
0.02,,,"[577, 157, 55, 73]",,,0.0,,,0.0,,,0.89,,,0.06,,,0.02,,,0.0,,
0.04,,,"[575, 156, 57, 73]",,,0.0,,,0.01,,,0.75,,,0.15,,,0.05,,,0.0,,
0.04,,,"[574, 155, 56, 74]",,,0.0,,,0.01,,,0.74,,,0.16,,,0.05,,,0.0,,
0.07,,,"[575, 155, 56, 75]",,,0.0,,,0.02,,,0.74,,,0.1,,,0.07,,,0.0,,
0.04,,,"[574, 157, 56, 74]",,,0.0,,,0.01,,,0.81,,,0.12,,,0.02,,,0.0,,
0.04,,,"[575, 157, 56, 75]",,,0.0,,,0.01,,,0.85,,,0.07,,,0.03,,,0.0,,
0.04,,,"[575, 158, 56, 74]",,,0.0,,,0.01,,,0.8,,,0.11,,,0.04,,,0.0,,
0.04,,,"[575, 158, 56, 74]",,,0.0,,,0.01,,,0.79,,,0.12,,,0.04,,,0.0,,
0.04,,,"[574, 156, 56, 76]",,,0.0,,,0.01,,,0.79,,,0.13,,,0.03,,,0.0,,
0.05,,,"[574, 157, 56, 74]",,,0.0,,,0.01,,,0.7,,,0.19,,,0.04,,,0.0,,
0.06,,,"[574, 157, 56, 74]",,,0.0,,,0.01,,,0.67,,,0.21,,,0.05,,,0.0,,
0.04,,,"[573, 156, 57, 76]",,,0.0,,,0.01,,,0.82,,,0.1,,,0.03,,,0.0,,
0.06,,,"[574, 156, 57, 76]",,,0.0,,,0.02,,,0.75,,,0.13,,,0.04,,,0.0,,
0.08,,,"[574, 156, 58, 76]",,,0.0,,,0.02,,,0.7,,,0.16,,,0.04,,,0.0,,
0.08,,,"[574, 156, 57, 76]",,,0.0,,,0.01,,,0.69,,,0.17,,,0.05,,,0.0,,
0.05,,,"[573, 156, 58, 76]",,,0.0,,,0.01,,,0.65,,,0.25,,,0.03,,,0.0,,
0.05,,,"[573, 155, 58, 77]",,,0.0,,,0.01,,,0.74,,,0.16,,,0.03,,,0.0,,
0.05,,,"[573, 155, 57, 77]",,,0.0,,,0.01,,,0.73,,,0.18,,,0.03,,,0.0,,
0.06,,,"[574, 158, 57, 75]",,,0.0,,,0.02,,,0.52,,,0.36,,,0.05,,,0.0,,
0.06,,,"[574, 157, 57, 75]",,,0.0,,,0.02,,,0.63,,,0.26,,,0.04,,,0.0,,
0.06,,,"[574, 158, 57, 75]",,,0.0,,,0.01,,,0.51,,,0.37,,,0.04,,,0.0,,
0.04,,,"[574, 158, 56, 74]",,,0.0,,,0.01,,,0.66,,,0.26,,,0.03,,,0.0,,
0.04,,,"[574, 158, 56, 74]",,,0.0,,,0.01,,,0.67,,,0.27,,,0.02,,,0.0,,
0.04,,,"[574, 158, 56, 74]",,,0.0,,,0.01,,,0.67,,,0.26,,,0.02,,,0.0,,
0.04,,,"[574, 158, 56, 74]",,,0.0,,,0.01,,,0.67,,,0.26,,,0.02,,,0.0,,
0.04,,,"[574, 158, 56, 74]",,,0.0,,,0.01,,,0.67,,,0.26,,,0.02,,,0.0,,
0.07,,,"[476, 126, 236, 303]",,,0.0,,,0.07,,,0.11,,,0.62,,,0.12,,,0.01,,
0.08,,,"[475, 126, 235, 304]",,,0.0,,,0.1,,,0.11,,,0.56,,,0.14,,,0.01,,
0.08,,,"[477, 133, 235, 295]",,,0.0,,,0.18,,,0.08,,,0.33,,,0.32,,,0.01,,
0.08,,,"[477, 135, 233, 294]",,,0.0,,,0.17,,,0.1,,,0.25,,,0.38,,,0.01,,
0.05,,,"[471, 132, 235, 301]",,,0.0,,,0.12,,,0.1,,,0.41,,,0.32,,,0.01,,
0.08,,,"[472, 137, 234, 294]",,,0.0,,,0.18,,,0.07,,,0.31,,,0.34,,,0.02,,
0.05,,,"[470, 132, 234, 304]",,,0.0,,,0.14,,,0.07,,,0.41,,,0.33,,,0.01,,
0.06,,,"[470, 134, 238, 305]",,,0.0,,,0.11,,,0.08,,,0.32,,,0.43,,,0.01,,
0.05,,,"[468, 134, 237, 305]",,,0.0,,,0.14,,,0.06,,,0.19,,,0.55,,,0.01,,
0.06,,,"[468, 134, 237, 305]",,,0.0,,,0.16,,,0.06,,,0.22,,,0.49,,,0.01,,
0.06,,,"[472, 132, 233, 301]",,,0.0,,,0.08,,,0.09,,,0.59,,,0.17,,,0.02,,
0.08,,,"[471, 131, 234, 301]",,,0.0,,,0.06,,,0.03,,,0.74,,,0.07,,,0.01,,
0.14,,,"[479, 140, 225, 282]",,,0.0,,,0.08,,,0.03,,,0.61,,,0.14,,,0.0,,
0.14,,,"[476, 137, 227, 285]",,,0.0,,,0.07,,,0.04,,,0.66,,,0.09,,,0.0,,
0.13,,,"[469, 133, 234, 296]",,,0.0,,,0.09,,,0.05,,,0.55,,,0.16,,,0.01,,
0.05,,,"[461, 125, 242, 312]",,,0.0,,,0.14,,,0.07,,,0.35,,,0.37,,,0.02,,
0.07,,,"[467, 129, 237, 310]",,,0.0,,,0.25,,,0.05,,,0.18,,,0.44,,,0.01,,
0.06,,,"[467, 129, 234, 307]",,,0.0,,,0.12,,,0.17,,,0.22,,,0.42,,,0.02,,
0.03,,,"[459, 123, 240, 312]",,,0.0,,,0.06,,,0.22,,,0.52,,,0.16,,,0.0,,
0.06,,,"[466, 122, 235, 305]",,,0.0,,,0.08,,,0.17,,,0.49,,,0.18,,,0.01,,
0.04,,,"[467, 128, 232, 296]",,,0.0,,,0.05,,,0.06,,,0.76,,,0.09,,,0.0,,
0.12,,,"[470, 126, 228, 292]",,,0.0,,,0.1,,,0.02,,,0.65,,,0.1,,,0.01,,
0.06,,,"[470, 134, 219, 276]",,,0.0,,,0.08,,,0.03,,,0.69,,,0.14,,,0.01,,
0.08,,,"[473, 133, 217, 275]",,,0.0,,,0.11,,,0.05,,,0.58,,,0.18,,,0.01,,
0.11,,,"[481, 136, 218, 269]",,,0.0,,,0.19,,,0.01,,,0.36,,,0.33,,,0.0,,
0.07,,,"[475, 135, 225, 276]",,,0.0,,,0.07,,,0.03,,,0.59,,,0.24,,,0.0,,
0.07,,,"[478, 136, 221, 277]",,,0.0,,,0.06,,,0.02,,,0.6,,,0.24,,,0.0,,
0.08,,,"[481, 133, 220, 280]",,,0.0,,,0.12,,,0.01,,,0.59,,,0.2,,,0.0,,
0.08,,,"[481, 133, 222, 282]",,,0.0,,,0.09,,,0.01,,,0.65,,,0.16,,,0.0,,
0.1,,,"[479, 129, 226, 290]",,,0.0,,,0.1,,,0.01,,,0.65,,,0.13,,,0.0,,
0.06,,,"[477, 137, 227, 287]",,,0.0,,,0.09,,,0.06,,,0.62,,,0.16,,,0.0,,
0.07,,,"[473, 135, 230, 295]",,,0.0,,,0.1,,,0.07,,,0.48,,,0.28,,,0.0,,
0.1,,,"[470, 136, 235, 301]",,,0.0,,,0.14,,,0.18,,,0.42,,,0.15,,,0.01,,
0.14,,,"[471, 135, 236, 303]",,,0.0,,,0.14,,,0.07,,,0.41,,,0.23,,,0.01,,
0.09,,,"[468, 134, 237, 302]",,,0.0,,,0.16,,,0.07,,,0.42,,,0.24,,,0.01,,
0.1,,,"[468, 134, 236, 303]",,,0.0,,,0.2,,,0.1,,,0.34,,,0.25,,,0.01,,
0.11,,,"[466, 133, 238, 308]",,,0.0,,,0.31,,,0.09,,,0.17,,,0.29,,,0.03,,
0.1,,,"[464, 132, 239, 310]",,,0.0,,,0.3,,,0.09,,,0.18,,,0.3,,,0.03,,
0.1,,,"[464, 131, 240, 312]",,,0.0,,,0.17,,,0.09,,,0.2,,,0.44,,,0.01,,
0.12,,,"[461, 132, 237, 307]",,,0.0,,,0.25,,,0.05,,,0.11,,,0.44,,,0.03,,
0.11,,,"[463, 133, 236, 308]",,,0.0,,,0.11,,,0.04,,,0.09,,,0.64,,,0.01,,
0.14,,,"[461, 132, 235, 309]",,,0.0,,,0.13,,,0.05,,,0.11,,,0.55,,,0.02,,
0.13,,,"[461, 130, 235, 309]",,,0.0,,,0.1,,,0.05,,,0.14,,,0.56,,,0.01,,
0.09,,,"[462, 127, 237, 312]",,,0.0,,,0.15,,,0.14,,,0.13,,,0.47,,,0.03,,
0.07,,,"[461, 126, 236, 313]",,,0.0,,,0.12,,,0.12,,,0.12,,,0.56,,,0.02,,
0.09,,,"[463, 126, 236, 313]",,,0.0,,,0.11,,,0.11,,,0.11,,,0.55,,,0.02,,
0.07,,,"[463, 125, 238, 313]",,,0.0,,,0.11,,,0.19,,,0.15,,,0.43,,,0.04,,
0.09,,,"[460, 122, 240, 317]",,,0.0,,,0.1,,,0.21,,,0.17,,,0.4,,,0.03,,
0.09,,,"[462, 119, 245, 320]",,,0.0,,,0.1,,,0.17,,,0.24,,,0.37,,,0.02,,
0.17,,,"[464, 122, 235, 308]",,,0.0,,,0.25,,,0.11,,,0.22,,,0.23,,,0.02,,
0.18,,,"[468, 126, 230, 301]",,,0.0,,,0.25,,,0.14,,,0.32,,,0.1,,,0.01,,
0.13,,,"[466, 126, 231, 301]",,,0.0,,,0.17,,,0.07,,,0.53,,,0.1,,,0.0,,
0.16,,,"[468, 132, 221, 285]",,,0.0,,,0.21,,,0.04,,,0.26,,,0.32,,,0.0,,
0.22,,,"[469, 130, 222, 284]",,,0.0,,,0.2,,,0.01,,,0.26,,,0.31,,,0.0,,
0.15,,,"[470, 129, 225, 288]",,,0.0,,,0.18,,,0.01,,,0.31,,,0.35,,,0.0,,
0.19,,,"[476, 131, 223, 283]",,,0.0,,,0.14,,,0.01,,,0.3,,,0.36,,,0.0,,
0.17,,,"[476, 124, 231, 299]",,,0.0,,,0.24,,,0.04,,,0.37,,,0.17,,,0.01,,
0.16,,,"[475, 121, 233, 306]",,,0.0,,,0.13,,,0.06,,,0.31,,,0.34,,,0.0,,
0.16,,,"[474, 120, 232, 300]",,,0.0,,,0.22,,,0.09,,,0.24,,,0.27,,,0.01,,
0.13,,,"[468, 117, 235, 299]",,,0.0,,,0.3,,,0.02,,,0.2,,,0.33,,,0.02,,
0.11,,,"[468, 120, 233, 299]",,,0.0,,,0.21,,,0.05,,,0.36,,,0.26,,,0.01,,
0.22,,,"[468, 120, 236, 295]",,,0.0,,,0.1,,,0.02,,,0.42,,,0.23,,,0.01,,
0.21,,,"[469, 134, 227, 282]",,,0.0,,,0.08,,,0.02,,,0.53,,,0.16,,,0.0,,
0.13,,,"[470, 142, 223, 272]",,,0.0,,,0.07,,,0.01,,,0.58,,,0.2,,,0.0,,
0.06,,,"[463, 148, 226, 279]",,,0.0,,,0.22,,,0.01,,,0.15,,,0.55,,,0.0,,
0.1,,,"[464, 148, 229, 283]",,,0.0,,,0.16,,,0.03,,,0.14,,,0.57,,,0.0,,
0.14,,,"[467, 148, 226, 278]",,,0.0,,,0.17,,,0.05,,,0.19,,,0.45,,,0.01,,
0.17,,,"[467, 140, 231, 288]",,,0.0,,,0.18,,,0.09,,,0.27,,,0.29,,,0.0,,
0.22,,,"[471, 133, 227, 284]",,,0.0,,,0.23,,,0.01,,,0.23,,,0.3,,,0.01,,
0.2,,,"[472, 137, 226, 279]",,,0.0,,,0.11,,,0.02,,,0.42,,,0.24,,,0.01,,
0.19,,,"[476, 137, 224, 278]",,,0.0,,,0.07,,,0.01,,,0.49,,,0.24,,,0.0,,
0.13,,,"[476, 140, 222, 275]",,,0.0,,,0.06,,,0.01,,,0.63,,,0.16,,,0.01,,
0.16,,,"[475, 140, 222, 274]",,,0.0,,,0.08,,,0.02,,,0.54,,,0.2,,,0.01,,
0.18,,,"[472, 139, 226, 278]",,,0.0,,,0.09,,,0.01,,,0.55,,,0.14,,,0.02,,
0.14,,,"[470, 138, 227, 281]",,,0.0,,,0.19,,,0.02,,,0.5,,,0.13,,,0.02,,
0.15,,,"[469, 137, 230, 283]",,,0.0,,,0.18,,,0.05,,,0.46,,,0.15,,,0.02,,
0.18,,,"[469, 136, 231, 288]",,,0.0,,,0.15,,,0.1,,,0.36,,,0.2,,,0.01,,
0.08,,,"[467, 133, 234, 294]",,,0.0,,,0.16,,,0.14,,,0.2,,,0.41,,,0.01,,
0.1,,,"[474, 134, 231, 291]",,,0.0,,,0.12,,,0.07,,,0.2,,,0.5,,,0.01,,
0.05,,,"[475, 123, 236, 306]",,,0.0,,,0.07,,,0.09,,,0.11,,,0.66,,,0.01,,
0.04,,,"[478, 123, 228, 300]",,,0.0,,,0.08,,,0.16,,,0.05,,,0.55,,,0.12,,
0.04,,,"[475, 120, 236, 305]",,,0.0,,,0.02,,,0.24,,,0.06,,,0.59,,,0.05,,
0.03,,,"[459, 120, 233, 298]",,,0.0,,,0.01,,,0.05,,,0.01,,,0.89,,,0.01,,
0.03,,,"[456, 120, 234, 296]",,,0.0,,,0.01,,,0.04,,,0.01,,,0.9,,,0.01,,
0.06,,,"[452, 118, 237, 299]",,,0.0,,,0.01,,,0.12,,,0.04,,,0.72,,,0.04,,
0.05,,,"[455, 121, 231, 289]",,,0.0,,,0.05,,,0.12,,,0.15,,,0.62,,,0.01,,
0.06,,,"[459, 126, 234, 300]",,,0.0,,,0.09,,,0.03,,,0.2,,,0.61,,,0.01,,
0.06,,,"[460, 122, 240, 302]",,,0.0,,,0.08,,,0.02,,,0.34,,,0.48,,,0.02,,
0.04,,,"[482, 135, 218, 280]",,,0.0,,,0.08,,,0.05,,,0.69,,,0.13,,,0.01,,
0.06,,,"[496, 135, 220, 290]",,,0.0,,,0.03,,,0.14,,,0.67,,,0.1,,,0.0,,
0.1,,,"[501, 134, 222, 295]",,,0.0,,,0.06,,,0.16,,,0.54,,,0.14,,,0.0,,
0.13,,,"[491, 133, 224, 296]",,,0.0,,,0.1,,,0.07,,,0.53,,,0.16,,,0.01,,
0.19,,,"[478, 136, 231, 301]",,,0.0,,,0.1,,,0.04,,,0.49,,,0.15,,,0.02,,
0.06,,,"[462, 140, 235, 316]",,,0.0,,,0.21,,,0.03,,,0.51,,,0.13,,,0.06,,
0.1,,,"[466, 143, 243, 313]",,,0.0,,,0.11,,,0.03,,,0.6,,,0.14,,,0.02,,
0.08,,,"[472, 147, 243, 312]",,,0.0,,,0.04,,,0.03,,,0.76,,,0.08,,,0.01,,
0.17,,,"[480, 150, 240, 309]",,,0.0,,,0.05,,,0.05,,,0.6,,,0.12,,,0.01,,
0.13,,,"[484, 150, 238, 306]",,,0.0,,,0.07,,,0.02,,,0.67,,,0.1,,,0.01,,
0.09,,,"[482, 140, 242, 313]",,,0.0,,,0.06,,,0.04,,,0.69,,,0.11,,,0.01,,
0.1,,,"[483, 137, 240, 310]",,,0.0,,,0.07,,,0.03,,,0.62,,,0.18,,,0.0,,
0.07,,,"[483, 138, 227, 305]",,,0.0,,,0.17,,,0.07,,,0.45,,,0.23,,,0.01,,
0.11,,,"[473, 133, 236, 301]",,,0.0,,,0.12,,,0.04,,,0.41,,,0.31,,,0.01,,
0.09,,,"[473, 134, 233, 302]",,,0.0,,,0.11,,,0.06,,,0.39,,,0.32,,,0.03,,
0.04,,,"[465, 127, 242, 310]",,,0.0,,,0.03,,,0.07,,,0.3,,,0.54,,,0.01,,
0.04,,,"[473, 127, 238, 308]",,,0.0,,,0.07,,,0.12,,,0.21,,,0.55,,,0.03,,
0.05,,,"[474, 130, 230, 292]",,,0.0,,,0.32,,,0.06,,,0.12,,,0.4,,,0.05,,
0.06,,,"[475, 124, 235, 298]",,,0.0,,,0.22,,,0.09,,,0.1,,,0.5,,,0.03,,
0.08,,,"[480, 123, 229, 295]",,,0.0,,,0.31,,,0.09,,,0.21,,,0.28,,,0.03,,
0.08,,,"[479, 124, 230, 296]",,,0.0,,,0.15,,,0.16,,,0.29,,,0.3,,,0.02,,
0.15,,,"[478, 126, 229, 294]",,,0.0,,,0.39,,,0.03,,,0.16,,,0.23,,,0.04,,
0.21,,,"[474, 132, 229, 290]",,,0.0,,,0.25,,,0.04,,,0.24,,,0.22,,,0.04,,
0.11,,,"[462, 135, 234, 295]",,,0.0,,,0.25,,,0.06,,,0.35,,,0.18,,,0.06,,
0.14,,,"[464, 138, 233, 295]",,,0.0,,,0.22,,,0.02,,,0.4,,,0.16,,,0.06,,
0.17,,,"[463, 140, 230, 289]",,,0.0,,,0.15,,,0.01,,,0.49,,,0.13,,,0.05,,
0.11,,,"[465, 142, 228, 283]",,,0.0,,,0.07,,,0.0,,,0.72,,,0.1,,,0.01,,
0.09,,,"[473, 139, 223, 276]",,,0.0,,,0.09,,,0.0,,,0.62,,,0.19,,,0.02,,
0.11,,,"[468, 133, 224, 280]",,,0.0,,,0.15,,,0.01,,,0.62,,,0.11,,,0.01,,
0.08,,,"[460, 126, 233, 292]",,,0.0,,,0.16,,,0.06,,,0.43,,,0.18,,,0.07,,
0.09,,,"[461, 125, 229, 292]",,,0.0,,,0.11,,,0.05,,,0.37,,,0.37,,,0.02,,
0.06,,,"[447, 132, 236, 286]",,,0.0,,,0.13,,,0.03,,,0.51,,,0.27,,,0.0,,
0.09,,,"[442, 138, 228, 287]",,,0.0,,,0.14,,,0.01,,,0.61,,,0.14,,,0.0,,
0.26,,,"[432, 147, 234, 283]",,,0.0,,,0.13,,,0.01,,,0.34,,,0.25,,,0.0,,
0.28,,,"[426, 155, 234, 285]",,,0.0,,,0.13,,,0.01,,,0.37,,,0.21,,,0.01,,
0.15,,,"[422, 160, 237, 285]",,,0.0,,,0.06,,,0.0,,,0.58,,,0.2,,,0.0,,
0.16,,,"[425, 159, 238, 297]",,,0.0,,,0.05,,,0.0,,,0.65,,,0.14,,,0.0,,
0.14,,,"[426, 160, 234, 288]",,,0.0,,,0.04,,,0.01,,,0.68,,,0.13,,,0.0,,
0.11,,,"[428, 154, 234, 292]",,,0.0,,,0.07,,,0.0,,,0.73,,,0.08,,,0.0,,
0.14,,,"[425, 144, 239, 294]",,,0.0,,,0.09,,,0.0,,,0.67,,,0.09,,,0.01,,
0.13,,,"[420, 147, 233, 287]",,,0.0,,,0.09,,,0.01,,,0.65,,,0.11,,,0.02,,
0.14,,,"[418, 144, 235, 289]",,,0.0,,,0.12,,,0.01,,,0.56,,,0.14,,,0.02,,
0.17,,,"[416, 149, 227, 283]",,,0.0,,,0.08,,,0.01,,,0.55,,,0.18,,,0.01,,
0.13,,,"[415, 146, 237, 298]",,,0.0,,,0.08,,,0.01,,,0.56,,,0.21,,,0.0,,
0.15,,,"[420, 144, 234, 294]",,,0.0,,,0.13,,,0.01,,,0.44,,,0.26,,,0.01,,
0.18,,,"[427, 140, 235, 293]",,,0.0,,,0.24,,,0.02,,,0.24,,,0.31,,,0.02,,
0.11,,,"[430, 135, 239, 298]",,,0.0,,,0.16,,,0.04,,,0.22,,,0.42,,,0.05,,
0.06,,,"[435, 135, 227, 280]",,,0.0,,,0.22,,,0.06,,,0.09,,,0.35,,,0.23,,
0.05,,,"[438, 130, 232, 283]",,,0.0,,,0.23,,,0.04,,,0.09,,,0.48,,,0.11,,
0.04,,,"[436, 129, 227, 281]",,,0.0,,,0.15,,,0.05,,,0.05,,,0.64,,,0.07,,
0.03,,,"[435, 132, 226, 274]",,,0.0,,,0.2,,,0.07,,,0.07,,,0.58,,,0.05,,
