box,angry,disgust,fear,happy,sad,surprise,neutral
"[590, 141, 323, 418]",0.43,0.0,0.27,0.03,0.14,0.05,0.08
"[590, 144, 315, 411]",0.43,0.0,0.23,0.03,0.17,0.04,0.1
"[591, 147, 312, 407]",0.38,0.0,0.18,0.03,0.17,0.02,0.23
"[593, 146, 310, 406]",0.42,0.0,0.17,0.01,0.06,0.02,0.32
"[592, 145, 312, 410]",0.37,0.0,0.16,0.02,0.08,0.02,0.35
"[592, 145, 313, 411]",0.41,0.0,0.13,0.02,0.07,0.02,0.36
"[592, 145, 313, 412]",0.43,0.0,0.15,0.02,0.07,0.03,0.3
"[592, 146, 314, 414]",0.4,0.0,0.23,0.03,0.13,0.03,0.18
"[592, 147, 314, 411]",0.49,0.0,0.15,0.02,0.11,0.03,0.2
"[591, 147, 314, 410]",0.48,0.0,0.13,0.01,0.13,0.02,0.23
"[590, 144, 316, 414]",0.35,0.0,0.07,0.02,0.14,0.01,0.41
"[591, 144, 315, 414]",0.36,0.0,0.07,0.02,0.14,0.02,0.39
"[590, 144, 316, 414]",0.33,0.0,0.06,0.02,0.14,0.02,0.43
"[592, 135, 304, 410]",0.31,0.01,0.12,0.01,0.23,0.03,0.3
"[588, 163, 288, 385]",0.24,0.0,0.08,0.01,0.26,0.01,0.4
"[591, 136, 304, 412]",0.4,0.02,0.2,0.0,0.21,0.03,0.14
"[591, 135, 305, 414]",0.39,0.02,0.16,0.0,0.19,0.04,0.19
"[593, 144, 327, 425]",0.42,0.0,0.15,0.02,0.12,0.23,0.07
"[589, 136, 305, 416]",0.31,0.0,0.23,0.01,0.23,0.07,0.15
"[585, 136, 307, 423]",0.47,0.01,0.2,0.01,0.17,0.04,0.1
"[590, 145, 330, 427]",0.4,0.0,0.13,0.01,0.16,0.22,0.08
"[591, 146, 329, 429]",0.51,0.0,0.11,0.02,0.13,0.15,0.09
"[590, 146, 329, 426]",0.45,0.0,0.12,0.01,0.17,0.16,0.09
"[589, 153, 309, 415]",0.53,0.0,0.14,0.01,0.15,0.04,0.14
"[590, 155, 308, 412]",0.45,0.0,0.1,0.01,0.18,0.03,0.22
"[589, 154, 309, 413]",0.44,0.0,0.1,0.01,0.16,0.05,0.24
"[589, 155, 308, 412]",0.44,0.0,0.08,0.01,0.18,0.05,0.24
"[588, 155, 309, 412]",0.46,0.0,0.1,0.01,0.18,0.06,0.2
"[588, 151, 317, 415]",0.5,0.0,0.08,0.01,0.21,0.08,0.13
"[588, 150, 316, 417]",0.54,0.0,0.07,0.01,0.19,0.08,0.12
"[587, 150, 316, 417]",0.45,0.0,0.07,0.01,0.24,0.08,0.15
"[586, 152, 315, 415]",0.49,0.0,0.07,0.01,0.21,0.07,0.15
"[585, 152, 315, 415]",0.5,0.0,0.07,0.01,0.19,0.07,0.16
"[584, 152, 315, 415]",0.5,0.0,0.07,0.01,0.2,0.07,0.15
"[584, 152, 316, 415]",0.56,0.0,0.06,0.01,0.16,0.08,0.14
"[579, 152, 321, 415]",0.5,0.0,0.06,0.01,0.14,0.1,0.19
"[577, 155, 321, 412]",0.57,0.0,0.05,0.01,0.11,0.06,0.2
"[577, 152, 322, 416]",0.51,0.0,0.04,0.01,0.18,0.09,0.18
"[575, 153, 323, 414]",0.49,0.0,0.05,0.01,0.19,0.11,0.16
"[573, 153, 324, 415]",0.5,0.0,0.04,0.0,0.23,0.07,0.15
"[571, 151, 325, 418]",0.49,0.0,0.05,0.01,0.21,0.1,0.14
"[570, 151, 326, 418]",0.5,0.0,0.05,0.01,0.22,0.08,0.14
"[569, 150, 326, 420]",0.52,0.0,0.04,0.01,0.19,0.08,0.17
"[572, 152, 324, 417]",0.48,0.0,0.05,0.01,0.29,0.04,0.14
"[571, 162, 320, 408]",0.4,0.0,0.1,0.02,0.33,0.01,0.15
"[576, 165, 312, 402]",0.33,0.0,0.09,0.02,0.4,0.0,0.16
"[577, 161, 317, 411]",0.35,0.0,0.14,0.04,0.38,0.01,0.08
"[580, 157, 319, 418]",0.5,0.0,0.12,0.02,0.23,0.04,0.09
"[582, 154, 321, 419]",0.58,0.0,0.08,0.02,0.17,0.04,0.11
"[584, 150, 317, 418]",0.47,0.0,0.04,0.03,0.18,0.02,0.27
"[586, 149, 317, 419]",0.57,0.0,0.04,0.02,0.15,0.01,0.21
"[588, 152, 314, 416]",0.47,0.0,0.05,0.01,0.23,0.02,0.21
"[589, 158, 309, 413]",0.57,0.0,0.1,0.02,0.18,0.03,0.1
"[592, 140, 307, 421]",0.47,0.06,0.2,0.01,0.15,0.05,0.07
"[587, 138, 315, 430]",0.45,0.01,0.18,0.03,0.17,0.08,0.08
"[587, 134, 317, 431]",0.37,0.02,0.21,0.03,0.19,0.12,0.07
"[591, 147, 319, 422]",0.58,0.0,0.07,0.02,0.12,0.04,0.17
"[591, 148, 318, 418]",0.41,0.0,0.04,0.03,0.11,0.04,0.36
"[591, 147, 318, 420]",0.45,0.0,0.07,0.03,0.12,0.06,0.26
"[591, 148, 325, 423]",0.42,0.0,0.03,0.03,0.09,0.04,0.39
"[588, 149, 330, 426]",0.36,0.0,0.21,0.03,0.14,0.14,0.13
"[586, 150, 329, 426]",0.21,0.0,0.25,0.03,0.09,0.33,0.09
"[586, 152, 317, 417]",0.29,0.0,0.14,0.05,0.06,0.24,0.23
"[586, 151, 317, 416]",0.19,0.0,0.12,0.05,0.05,0.4,0.19
"[585, 151, 324, 421]",0.32,0.0,0.12,0.07,0.07,0.24,0.17
"[584, 149, 325, 424]",0.38,0.0,0.11,0.06,0.05,0.2,0.21
"[583, 148, 327, 425]",0.32,0.0,0.11,0.08,0.05,0.17,0.26
"[586, 149, 315, 419]",0.26,0.0,0.07,0.05,0.08,0.2,0.34
"[587, 149, 314, 418]",0.3,0.0,0.05,0.04,0.06,0.12,0.42
"[585, 160, 298, 399]",0.26,0.0,0.05,0.01,0.19,0.02,0.47
"[587, 162, 294, 394]",0.18,0.0,0.07,0.01,0.12,0.04,0.58
"[590, 145, 321, 429]",0.31,0.0,0.02,0.06,0.06,0.01,0.53
"[593, 145, 320, 429]",0.29,0.0,0.03,0.07,0.09,0.02,0.5
"[595, 151, 320, 422]",0.24,0.0,0.06,0.03,0.07,0.1,0.51
"[595, 154, 332, 424]",0.24,0.0,0.06,0.04,0.11,0.1,0.45
"[595, 154, 332, 427]",0.26,0.0,0.05,0.04,0.12,0.1,0.43
"[597, 150, 319, 424]",0.23,0.0,0.07,0.06,0.07,0.23,0.34
"[592, 146, 326, 430]",0.29,0.0,0.09,0.05,0.12,0.23,0.22
"[590, 162, 294, 397]",0.17,0.0,0.17,0.01,0.2,0.22,0.24
"[588, 150, 330, 426]",0.32,0.0,0.11,0.02,0.13,0.22,0.19
"[588, 148, 326, 424]",0.34,0.0,0.06,0.05,0.09,0.19,0.28
"[585, 150, 326, 421]",0.51,0.0,0.08,0.03,0.07,0.14,0.18
"[584, 153, 325, 419]",0.34,0.0,0.19,0.06,0.12,0.12,0.17
"[583, 148, 324, 425]",0.18,0.0,0.32,0.04,0.06,0.37,0.05
"[582, 150, 324, 427]",0.23,0.0,0.21,0.05,0.09,0.34,0.08
"[583, 151, 323, 424]",0.33,0.0,0.2,0.06,0.09,0.26,0.06
"[584, 163, 296, 401]",0.32,0.0,0.13,0.02,0.17,0.19,0.17
"[589, 148, 321, 428]",0.45,0.0,0.09,0.06,0.13,0.07,0.21
"[593, 152, 318, 422]",0.35,0.0,0.05,0.11,0.14,0.05,0.31
"[592, 156, 314, 419]",0.34,0.0,0.04,0.03,0.22,0.0,0.37
"[590, 160, 314, 415]",0.27,0.0,0.03,0.02,0.28,0.0,0.38
"[591, 154, 297, 407]",0.1,0.0,0.07,0.01,0.43,0.01,0.38
"[588, 164, 306, 402]",0.14,0.0,0.05,0.01,0.54,0.01,0.24
"[583, 165, 313, 406]",0.19,0.0,0.05,0.01,0.53,0.01,0.2
"[584, 168, 311, 401]",0.2,0.0,0.07,0.01,0.55,0.01,0.16
"[581, 169, 310, 399]",0.22,0.0,0.05,0.01,0.57,0.0,0.16
"[577, 166, 310, 403]",0.31,0.0,0.03,0.01,0.42,0.0,0.23
"[574, 164, 313, 406]",0.45,0.0,0.03,0.01,0.32,0.0,0.19
"[573, 163, 316, 408]",0.56,0.0,0.04,0.01,0.24,0.0,0.14
"[569, 161, 316, 411]",0.41,0.0,0.11,0.04,0.3,0.03,0.11
"[570, 162, 320, 415]",0.44,0.0,0.06,0.01,0.4,0.01,0.08
"[570, 162, 320, 416]",0.43,0.0,0.06,0.02,0.45,0.01,0.04
"[570, 161, 320, 415]",0.53,0.0,0.07,0.02,0.33,0.01,0.04
"[571, 164, 315, 410]",0.44,0.0,0.04,0.01,0.47,0.0,0.03
"[572, 165, 318, 411]",0.4,0.0,0.08,0.01,0.46,0.01,0.03
"[568, 158, 322, 416]",0.45,0.0,0.08,0.01,0.43,0.0,0.02
"[568, 157, 323, 419]",0.39,0.0,0.16,0.01,0.42,0.01,0.01
"[566, 154, 325, 420]",0.35,0.0,0.2,0.02,0.4,0.02,0.02
"[562, 155, 324, 415]",0.47,0.0,0.2,0.0,0.31,0.01,0.01
"[560, 151, 325, 416]",0.37,0.0,0.17,0.0,0.43,0.01,0.01
"[560, 150, 322, 415]",0.38,0.0,0.22,0.0,0.37,0.01,0.02
"[557, 146, 326, 422]",0.44,0.0,0.31,0.01,0.22,0.01,0.02
"[557, 143, 324, 422]",0.38,0.0,0.37,0.01,0.22,0.01,0.01
"[554, 141, 323, 421]",0.37,0.0,0.26,0.01,0.32,0.02,0.02
"[554, 147, 318, 414]",0.22,0.0,0.46,0.01,0.28,0.02,0.01
"[552, 145, 321, 415]",0.21,0.0,0.43,0.02,0.31,0.02,0.01
"[550, 140, 322, 420]",0.17,0.0,0.48,0.03,0.25,0.04,0.02
"[548, 136, 323, 423]",0.13,0.0,0.55,0.03,0.21,0.07,0.01
"[545, 135, 323, 423]",0.12,0.0,0.58,0.03,0.16,0.1,0.01
"[544, 135, 322, 422]",0.13,0.0,0.56,0.02,0.18,0.1,0.01
"[547, 139, 321, 418]",0.11,0.0,0.53,0.03,0.24,0.07,0.01
"[542, 133, 326, 425]",0.11,0.0,0.63,0.03,0.06,0.17,0.01
"[541, 130, 327, 427]",0.2,0.0,0.5,0.04,0.1,0.14,0.01
"[538, 132, 326, 424]",0.21,0.0,0.54,0.02,0.09,0.14,0.01
"[543, 128, 308, 426]",0.21,0.0,0.45,0.04,0.15,0.13,0.02
"[541, 128, 311, 423]",0.18,0.0,0.55,0.02,0.12,0.13,0.01
"[541, 128, 310, 423]",0.22,0.0,0.56,0.02,0.1,0.1,0.01
"[537, 133, 322, 422]",0.14,0.0,0.62,0.04,0.07,0.12,0.01
"[537, 133, 319, 423]",0.14,0.0,0.62,0.05,0.06,0.11,0.01
"[537, 136, 317, 420]",0.17,0.0,0.59,0.05,0.08,0.09,0.01
"[536, 135, 318, 421]",0.17,0.0,0.62,0.06,0.08,0.07,0.01
"[536, 135, 317, 421]",0.18,0.0,0.61,0.06,0.07,0.08,0.0
"[536, 135, 317, 422]",0.23,0.0,0.52,0.12,0.06,0.06,0.01
"[537, 136, 316, 422]",0.26,0.0,0.43,0.15,0.08,0.07,0.01
"[537, 138, 315, 421]",0.28,0.0,0.46,0.08,0.11,0.06,0.01
"[537, 138, 315, 421]",0.24,0.0,0.49,0.09,0.1,0.08,0.01
"[538, 140, 313, 422]",0.33,0.0,0.38,0.09,0.12,0.05,0.02
"[537, 141, 314, 421]",0.38,0.0,0.35,0.07,0.12,0.05,0.03
"[537, 142, 313, 420]",0.36,0.0,0.34,0.1,0.11,0.05,0.03
"[537, 142, 313, 420]",0.35,0.0,0.35,0.09,0.12,0.06,0.03
"[537, 142, 312, 420]",0.36,0.0,0.34,0.1,0.11,0.05,0.04
"[535, 142, 313, 421]",0.3,0.0,0.36,0.12,0.14,0.06,0.02
"[535, 141, 315, 423]",0.3,0.0,0.44,0.08,0.08,0.08,0.02
"[534, 141, 315, 424]",0.26,0.0,0.48,0.07,0.08,0.1,0.02
"[533, 141, 317, 427]",0.28,0.0,0.41,0.12,0.07,0.1,0.02
"[532, 140, 318, 428]",0.22,0.0,0.43,0.13,0.05,0.16,0.01
"[532, 141, 319, 430]",0.18,0.0,0.52,0.11,0.03,0.15,0.01
"[535, 131, 310, 434]",0.19,0.0,0.57,0.07,0.07,0.09,0.01
"[534, 131, 312, 436]",0.23,0.0,0.5,0.09,0.07,0.1,0.01
"[533, 130, 312, 438]",0.23,0.0,0.41,0.15,0.08,0.13,0.01
"[533, 130, 311, 438]",0.25,0.0,0.4,0.14,0.08,0.13,0.01
"[531, 130, 313, 439]",0.26,0.0,0.4,0.16,0.1,0.08,0.01
"[530, 130, 314, 439]",0.25,0.0,0.37,0.2,0.11,0.08,0.01
"[526, 125, 318, 444]",0.19,0.0,0.41,0.11,0.25,0.02,0.01
"[526, 129, 321, 439]",0.25,0.0,0.22,0.09,0.42,0.01,0.01
"[526, 125, 318, 442]",0.14,0.0,0.39,0.12,0.33,0.01,0.01
"[526, 126, 321, 442]",0.14,0.0,0.49,0.17,0.16,0.01,0.02
"[526, 131, 318, 433]",0.19,0.0,0.41,0.23,0.09,0.05,0.03
"[527, 132, 318, 431]",0.18,0.0,0.32,0.31,0.08,0.07,0.05
"[527, 140, 318, 421]",0.16,0.0,0.39,0.18,0.13,0.1,0.04
"[525, 140, 318, 420]",0.13,0.0,0.38,0.15,0.1,0.17,0.07
"[524, 137, 318, 420]",0.17,0.0,0.37,0.09,0.08,0.25,0.05
"[523, 135, 318, 420]",0.15,0.0,0.33,0.09,0.15,0.19,0.09
"[523, 135, 319, 420]",0.14,0.0,0.25,0.13,0.19,0.14,0.15
"[521, 134, 319, 419]",0.12,0.0,0.42,0.03,0.14,0.22,0.06
"[521, 135, 318, 417]",0.15,0.0,0.36,0.04,0.17,0.18,0.1
"[521, 134, 317, 417]",0.13,0.0,0.39,0.03,0.14,0.24,0.07
"[520, 133, 318, 418]",0.16,0.0,0.42,0.02,0.13,0.2,0.06
"[520, 135, 319, 417]",0.15,0.0,0.31,0.07,0.18,0.16,0.13
"[520, 134, 319, 419]",0.16,0.0,0.35,0.04,0.16,0.2,0.08
"[526, 133, 312, 418]",0.1,0.0,0.35,0.04,0.15,0.26,0.09
"[526, 132, 314, 426]",0.08,0.0,0.34,0.16,0.04,0.34,0.03
"[523, 139, 321, 424]",0.09,0.0,0.38,0.17,0.05,0.27,0.03
"[521, 138, 323, 425]",0.1,0.0,0.43,0.1,0.07,0.27,0.03
"[518, 135, 322, 424]",0.12,0.0,0.55,0.04,0.05,0.23,0.02
"[518, 136, 322, 418]",0.2,0.0,0.41,0.04,0.11,0.19,0.04
"[524, 136, 319, 414]",0.27,0.0,0.2,0.03,0.16,0.14,0.19
"[524, 138, 316, 410]",0.28,0.0,0.2,0.02,0.14,0.14,0.22
"[524, 135, 312, 417]",0.25,0.0,0.21,0.03,0.2,0.1,0.21
"[525, 134, 313, 421]",0.33,0.0,0.16,0.03,0.2,0.07,0.21
"[523, 133, 314, 423]",0.37,0.0,0.2,0.03,0.17,0.07,0.15
"[524, 134, 311, 423]",0.26,0.0,0.35,0.04,0.18,0.09,0.07
"[522, 133, 313, 423]",0.3,0.0,0.34,0.04,0.15,0.08,0.08
"[522, 134, 313, 420]",0.36,0.0,0.25,0.04,0.2,0.04,0.12
"[521, 139, 318, 407]",0.13,0.0,0.24,0.05,0.28,0.11,0.19
"[520, 132, 316, 418]",0.32,0.0,0.26,0.03,0.2,0.06,0.13
"[520, 142, 310, 405]",0.14,0.0,0.25,0.02,0.37,0.04,0.16
"[525, 131, 311, 427]",0.22,0.0,0.41,0.07,0.15,0.1,0.04
"[521, 130, 316, 428]",0.12,0.0,0.53,0.09,0.08,0.15,0.03
"[515, 138, 321, 418]",0.09,0.0,0.65,0.03,0.11,0.1,0.02
"[515, 141, 317, 414]",0.16,0.0,0.45,0.03,0.15,0.14,0.08
"[519, 139, 312, 423]",0.12,0.0,0.39,0.12,0.19,0.11,0.07
"[514, 148, 320, 411]",0.18,0.0,0.39,0.06,0.16,0.12,0.09
"[511, 157, 317, 406]",0.22,0.0,0.18,0.04,0.27,0.05,0.24
"[509, 159, 318, 407]",0.28,0.0,0.14,0.03,0.28,0.05,0.21
"[509, 159, 317, 410]",0.34,0.0,0.15,0.03,0.22,0.07,0.2
"[509, 159, 319, 411]",0.36,0.0,0.17,0.03,0.23,0.06,0.16
"[509, 158, 323, 417]",0.38,0.0,0.17,0.1,0.14,0.16,0.05
"[511, 157, 322, 419]",0.42,0.0,0.21,0.07,0.12,0.12,0.05
"[512, 153, 329, 422]",0.33,0.0,0.21,0.08,0.19,0.13,0.05
"[514, 153, 329, 421]",0.27,0.0,0.32,0.06,0.14,0.17,0.05
"[513, 150, 329, 422]",0.23,0.0,0.29,0.05,0.13,0.27,0.03
"[516, 148, 328, 426]",0.15,0.0,0.25,0.05,0.07,0.45,0.02
"[515, 155, 320, 420]",0.3,0.0,0.27,0.03,0.12,0.24,0.03
"[517, 154, 318, 419]",0.27,0.0,0.27,0.03,0.17,0.22,0.04
"[516, 154, 319, 418]",0.21,0.0,0.28,0.02,0.34,0.12,0.04
"[517, 155, 321, 419]",0.28,0.0,0.2,0.03,0.3,0.13,0.05
"[518, 149, 328, 425]",0.17,0.0,0.3,0.04,0.14,0.31,0.04
"[520, 152, 325, 421]",0.19,0.0,0.27,0.04,0.18,0.22,0.1
"[521, 151, 322, 418]",0.34,0.0,0.18,0.04,0.12,0.2,0.12
"[522, 149, 316, 417]",0.24,0.0,0.15,0.03,0.19,0.1,0.28
"[519, 148, 317, 418]",0.29,0.0,0.12,0.02,0.22,0.12,0.23
"[519, 148, 316, 417]",0.28,0.0,0.12,0.02,0.2,0.11,0.28
"[519, 149, 320, 417]",0.09,0.0,0.27,0.09,0.11,0.34,0.11
"[513, 154, 319, 418]",0.09,0.0,0.23,0.07,0.12,0.38,0.1
"[516, 150, 326, 425]",0.12,0.0,0.12,0.1,0.06,0.55,0.05
"[514, 156, 321, 418]",0.3,0.0,0.17,0.07,0.19,0.22,0.06
"[517, 156, 320, 418]",0.24,0.0,0.25,0.07,0.12,0.27,0.05
"[517, 155, 321, 419]",0.26,0.0,0.23,0.05,0.14,0.28,0.04
"[517, 156, 321, 417]",0.3,0.0,0.25,0.05,0.17,0.18,0.05
"[517, 154, 321, 417]",0.31,0.0,0.23,0.02,0.17,0.25,0.03
"[517, 154, 321, 417]",0.29,0.0,0.22,0.02,0.17,0.26,0.03
"[517, 155, 321, 417]",0.3,0.0,0.28,0.03,0.18,0.18,0.03
"[518, 155, 321, 417]",0.33,0.0,0.25,0.02,0.19,0.16,0.04
"[518, 155, 321, 417]",0.31,0.0,0.27,0.02,0.18,0.18,0.04
"[521, 152, 326, 419]",0.24,0.01,0.23,0.04,0.25,0.15,0.09
"[521, 152, 326, 420]",0.25,0.0,0.21,0.05,0.22,0.17,0.09
"[518, 155, 320, 417]",0.34,0.0,0.21,0.02,0.24,0.13,0.05
"[521, 152, 326, 421]",0.29,0.0,0.23,0.05,0.2,0.15,0.08
"[522, 152, 324, 421]",0.3,0.01,0.23,0.05,0.21,0.13,0.07
"[520, 151, 326, 423]",0.29,0.0,0.23,0.07,0.19,0.15,0.07
"[522, 152, 324, 421]",0.31,0.01,0.24,0.04,0.22,0.12,0.07
"[521, 153, 325, 420]",0.26,0.0,0.27,0.04,0.21,0.17,0.04
"[520, 152, 327, 421]",0.3,0.0,0.25,0.05,0.2,0.15,0.06
"[332, 85, 383, 461]",0.1,0.0,0.07,0.0,0.13,0.01,0.69
"[327, 83, 381, 463]",0.09,0.0,0.07,0.0,0.09,0.01,0.74
"[327, 83, 380, 461]",0.11,0.0,0.08,0.0,0.11,0.01,0.69
"[327, 83, 381, 462]",0.1,0.0,0.07,0.0,0.11,0.01,0.71
"[326, 84, 381, 463]",0.07,0.0,0.06,0.0,0.11,0.01,0.75
"[326, 85, 380, 463]",0.1,0.0,0.07,0.0,0.1,0.01,0.72
"[328, 87, 378, 461]",0.13,0.0,0.07,0.0,0.12,0.01,0.67
"[328, 87, 378, 460]",0.12,0.0,0.07,0.0,0.11,0.01,0.7
"[331, 78, 383, 464]",0.1,0.0,0.06,0.0,0.08,0.0,0.76
"[332, 88, 379, 459]",0.1,0.0,0.1,0.0,0.21,0.0,0.59
"[334, 89, 376, 454]",0.07,0.0,0.08,0.0,0.2,0.0,0.65
"[336, 88, 375, 452]",0.06,0.0,0.09,0.0,0.21,0.0,0.64
"[334, 81, 378, 457]",0.1,0.0,0.07,0.0,0.16,0.0,0.67
"[336, 79, 376, 460]",0.12,0.0,0.06,0.0,0.1,0.0,0.72
"[338, 81, 376, 459]",0.11,0.0,0.06,0.0,0.16,0.0,0.66
"[334, 92, 374, 452]",0.16,0.0,0.07,0.0,0.12,0.01,0.64
"[333, 91, 375, 453]",0.14,0.0,0.08,0.0,0.12,0.02,0.64
"[334, 90, 375, 454]",0.16,0.0,0.06,0.0,0.13,0.01,0.64
"[334, 90, 375, 454]",0.16,0.0,0.07,0.0,0.12,0.01,0.64
"[332, 88, 378, 458]",0.16,0.0,0.11,0.0,0.12,0.01,0.6
"[332, 88, 378, 457]",0.17,0.0,0.09,0.0,0.1,0.01,0.63
"[329, 87, 382, 459]",0.18,0.0,0.08,0.0,0.09,0.01,0.63
"[331, 88, 381, 458]",0.19,0.0,0.09,0.0,0.1,0.01,0.61
"[331, 88, 381, 457]",0.16,0.0,0.07,0.0,0.08,0.01,0.66
"[331, 88, 381, 457]",0.16,0.0,0.07,0.0,0.08,0.01,0.67
"[329, 86, 384, 460]",0.16,0.0,0.06,0.0,0.08,0.01,0.68
"[329, 85, 384, 462]",0.17,0.0,0.06,0.0,0.09,0.01,0.67
"[332, 88, 382, 457]",0.15,0.0,0.07,0.0,0.07,0.01,0.69
"[333, 89, 382, 457]",0.17,0.0,0.08,0.0,0.08,0.01,0.67
"[333, 88, 382, 458]",0.14,0.0,0.07,0.0,0.08,0.01,0.7
"[345, 83, 371, 458]",0.15,0.0,0.06,0.0,0.16,0.01,0.61
"[344, 82, 373, 461]",0.14,0.0,0.06,0.0,0.15,0.01,0.64
"[344, 82, 373, 462]",0.12,0.0,0.06,0.0,0.16,0.01,0.65
"[344, 83, 372, 461]",0.13,0.0,0.05,0.0,0.13,0.01,0.67
"[343, 82, 373, 461]",0.17,0.0,0.05,0.0,0.11,0.0,0.66
"[343, 83, 372, 460]",0.16,0.0,0.06,0.0,0.11,0.0,0.67
"[344, 83, 372, 460]",0.18,0.0,0.05,0.0,0.11,0.0,0.66
"[345, 85, 370, 457]",0.17,0.0,0.05,0.0,0.12,0.0,0.66
"[345, 85, 371, 459]",0.18,0.0,0.04,0.0,0.1,0.0,0.68
"[345, 88, 371, 456]",0.19,0.0,0.06,0.0,0.13,0.0,0.62
"[341, 106, 365, 442]",0.09,0.0,0.04,0.0,0.08,0.0,0.79
"[343, 110, 365, 440]",0.12,0.0,0.06,0.0,0.07,0.0,0.75
"[346, 112, 360, 437]",0.12,0.0,0.05,0.0,0.07,0.0,0.75
"[347, 112, 362, 439]",0.15,0.0,0.06,0.0,0.07,0.0,0.72
"[347, 110, 362, 440]",0.1,0.0,0.05,0.0,0.06,0.0,0.79
"[345, 110, 364, 440]",0.15,0.0,0.06,0.0,0.07,0.0,0.72
"[344, 110, 365, 439]",0.14,0.0,0.06,0.0,0.08,0.0,0.72
"[343, 107, 364, 442]",0.12,0.0,0.06,0.0,0.08,0.01,0.74
"[344, 106, 364, 443]",0.1,0.0,0.06,0.0,0.06,0.0,0.78
"[343, 105, 363, 441]",0.07,0.0,0.06,0.0,0.08,0.01,0.78
"[343, 105, 366, 443]",0.08,0.0,0.06,0.0,0.08,0.0,0.78
"[343, 105, 363, 442]",0.07,0.0,0.06,0.0,0.08,0.01,0.79
"[343, 105, 364, 442]",0.08,0.0,0.06,0.0,0.08,0.01,0.77
"[344, 105, 364, 443]",0.08,0.0,0.06,0.0,0.08,0.0,0.78
"[345, 105, 365, 444]",0.06,0.0,0.05,0.0,0.06,0.0,0.82
"[345, 107, 365, 442]",0.08,0.0,0.05,0.0,0.07,0.0,0.79
"[345, 108, 365, 441]",0.1,0.0,0.06,0.0,0.08,0.0,0.75
"[346, 107, 364, 441]",0.08,0.0,0.05,0.0,0.08,0.0,0.78
"[345, 108, 364, 440]",0.1,0.0,0.07,0.0,0.08,0.01,0.74
"[346, 108, 364, 441]",0.11,0.0,0.07,0.0,0.08,0.0,0.74
"[346, 108, 364, 440]",0.1,0.0,0.07,0.0,0.08,0.0,0.75
"[345, 107, 364, 439]",0.09,0.0,0.06,0.0,0.07,0.01,0.77
"[344, 109, 366, 439]",0.12,0.0,0.08,0.0,0.09,0.0,0.71
"[348, 98, 365, 445]",0.06,0.0,0.06,0.0,0.2,0.0,0.68
"[345, 91, 387, 462]",0.07,0.0,0.06,0.0,0.24,0.0,0.63
"[345, 90, 390, 464]",0.13,0.0,0.06,0.0,0.21,0.0,0.59
"[345, 108, 367, 439]",0.12,0.0,0.09,0.0,0.11,0.0,0.68
"[346, 105, 365, 440]",0.11,0.0,0.06,0.0,0.08,0.0,0.74
"[347, 105, 363, 440]",0.1,0.0,0.05,0.0,0.08,0.0,0.77
"[347, 105, 363, 442]",0.11,0.0,0.06,0.0,0.08,0.0,0.75
"[347, 105, 363, 442]",0.1,0.0,0.06,0.0,0.08,0.0,0.76
"[347, 106, 363, 441]",0.1,0.0,0.07,0.0,0.09,0.0,0.74
"[346, 105, 363, 442]",0.08,0.0,0.05,0.0,0.08,0.01,0.78
"[346, 106, 363, 442]",0.09,0.0,0.06,0.0,0.08,0.0,0.76
"[346, 108, 364, 441]",0.1,0.0,0.06,0.0,0.1,0.0,0.74
"[346, 108, 366, 442]",0.09,0.0,0.06,0.0,0.08,0.0,0.76
"[347, 110, 365, 441]",0.11,0.0,0.07,0.0,0.07,0.0,0.75
"[348, 111, 362, 439]",0.09,0.0,0.07,0.0,0.08,0.0,0.76
"[349, 112, 361, 439]",0.09,0.0,0.08,0.0,0.08,0.0,0.75
"[347, 111, 362, 438]",0.12,0.0,0.06,0.0,0.09,0.0,0.72
"[345, 109, 364, 439]",0.1,0.0,0.06,0.0,0.09,0.0,0.74
"[345, 108, 363, 440]",0.11,0.0,0.06,0.0,0.09,0.0,0.73
"[345, 108, 364, 441]",0.09,0.0,0.05,0.0,0.08,0.0,0.77
"[346, 110, 363, 439]",0.12,0.0,0.06,0.0,0.08,0.0,0.73
"[345, 109, 365, 441]",0.11,0.0,0.06,0.0,0.07,0.0,0.76
"[345, 108, 363, 441]",0.09,0.0,0.05,0.0,0.08,0.0,0.78
"[345, 108, 363, 441]",0.11,0.0,0.06,0.0,0.08,0.0,0.76
"[345, 109, 363, 440]",0.11,0.0,0.06,0.0,0.07,0.0,0.75
"[345, 108, 364, 442]",0.11,0.0,0.06,0.0,0.07,0.0,0.76
"[345, 108, 364, 441]",0.09,0.0,0.05,0.0,0.07,0.0,0.79
"[345, 107, 364, 442]",0.09,0.0,0.07,0.0,0.08,0.0,0.75
"[345, 108, 364, 440]",0.1,0.0,0.07,0.0,0.09,0.0,0.73
"[345, 108, 365, 440]",0.1,0.0,0.06,0.0,0.09,0.0,0.75
"[345, 109, 364, 439]",0.12,0.0,0.07,0.0,0.09,0.0,0.72
"[346, 108, 364, 441]",0.1,0.0,0.05,0.0,0.07,0.0,0.78
"[345, 107, 364, 440]",0.1,0.0,0.07,0.0,0.09,0.0,0.73
"[345, 107, 365, 441]",0.1,0.0,0.07,0.0,0.09,0.0,0.73
"[345, 106, 363, 441]",0.08,0.0,0.06,0.0,0.09,0.0,0.77
